name,gz2class,smooth,completely_round,in_between,cigar_shaped,features_or_disks,edge_on,round_bulge_shape,boxy_bulge_shape,none_bulge_shape,bar,none_bulge_prominence,just_noticeable_bulge_prominence,obvious_bulge_prominence,dominant_bulge_prominence,spiral_structure,odd_feature,ring,lens_arc,disturbed,irregular,other,merge,dust,star
J121808.09+060822.3,SBb2m,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,
J133524.55+012438.0,SBb+m,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,
J115912.88-003125.7,Sa(r),,,,,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,
J075953.81+331725.9,SBc3m,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
J133305.34-010208.9,Sb2m(r),,,,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,
J085449.19+574012.6,Sc,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
J100213.84+114120.5,Ser,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
J111353.24+044806.2,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J120403.36+551217.8,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J085618.72-002629.4,Ec,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
J122402.02+582306.7,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J090847.60+373005.8,Sc2l(m),,,,,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,1.0,,
J101848.60+382810.8,Sc2m,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
J110338.43+451047.9,Sb2t(r),,,,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,
J101359.19+383925.9,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J135314.12+002650.2,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J092639.80+455049.9,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J113252.56+433053.9,SBc2m,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
J100356.91+013044.5,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J132056.15+013013.2,Sb2m,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
J151148.38+461513.9,Sc,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
J101609.46+393235.0,Sb(r),,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,
J101501.56+393948.7,SBb2l,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,
J133751.11+051504.2,Ei(m),1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,
J031654.91-000231.1,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J094112.94+610340.7,Sc2t,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
J121808.09+060822.3,SBb2m,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,
J150913.16+523142.4,Sc2t,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
J113209.24-005633.4,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J153838.50+365730.1,Sb(r),,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,
J073327.72+415308.8,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J095555.07-001125.1,Ser,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
J085038.82+301031.2,Ser,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
J080757.18+341338.4,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J094636.06+081034.8,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J101226.95+571445.8,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J110338.36-005208.4,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J090232.73+423819.7,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J120403.36+551217.8,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J080053.21+280749.3,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J111038.86+034519.6,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J082854.33+343906.0,Sd(i),,,,,1.0,,,,,,1.0,,,,,1.0,,,,1.0,,,,
J102621.14+004105.8,Sb2m,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
J093650.00+114503.7,Ec,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
J084715.58+511445.0,Sc(r),,,,,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,
J135848.07+045426.9,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J085333.60+394537.3,Sb,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
J161433.82+414240.5,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J085837.31+515242.6,Sb2l,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
J085949.05+050339.1,SBc2t(r),,,,,1.0,,,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,
J171934.81+563748.1,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J074252.09+220645.8,SBc3t,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
J111406.32+554239.1,Sc?t,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
J151944.30+441918.6,Sb2t,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
J090015.62+401748.4,SBc2m,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
J114422.81+082315.1,Sb(r),,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,
J091431.31+491657.5,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J111926.22+031205.8,SBb2m(r),,,,,1.0,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,
J084715.58+511445.0,Sc(r),,,,,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,
J093650.00+114503.7,Ec,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
J132505.37-005411.2,Ei(r),1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,
J102750.84+023634.1,Ei(o),1.0,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,
J122456.52+024644.9,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J093606.84+411143.2,SBb,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,
J215342.71+000823.8,Ser,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
J085333.60+394537.3,Sb,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
J161433.82+414240.5,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J135848.07+045426.9,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J085449.19+574012.6,Sc,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
J085949.05+050339.1,SBc2t(r),,,,,1.0,,,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,
J073715.73+313110.9,Ei(o),1.0,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,
J111835.82+002511.2,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J081006.07+245519.5,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J030801.40-005325.8,SBb2t,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,
J115704.55+434937.6,Ei(r),1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,
J082854.33+343906.0,Sd(i),,,,,1.0,,,,,,1.0,,,,,1.0,,,,1.0,,,,
J094814.71+574444.5,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J135857.98+614050.6,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J164546.27+375946.6,Sb2t(r),,,,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,
J111038.86+034519.6,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J075953.49+232324.2,Sb2m,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
J114509.25+494307.7,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J141451.35+030751.3,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J131206.27+461146.2,Sb2t(d),,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,
J172717.39+582907.7,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J114945.68+503137.3,Sb2m,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
J080328.07+250609.6,Er(i),1.0,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,
J134640.80+522836.6,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J084437.81+325423.2,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J122718.54+511029.3,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J165149.53+371110.8,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J111835.82+002511.2,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J081006.07+245519.5,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J074351.36+444327.5,Ser,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
J030801.40-005325.8,SBb2t,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,
J131915.90+543606.3,Sb(r),,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,
J085828.60+000124.5,SBc,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,
J143722.14+363404.3,SBb?t,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,
J172837.52+570842.2,Sb?t(o),,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,
J080359.20+234520.5,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J111038.86+034519.6,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J123804.16+482042.3,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J093917.26+363343.9,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J113446.25+025515.7,SBb2m,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,
J135857.98+614050.6,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J152137.65+471424.0,Ser,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
J133023.78+022058.6,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J170622.22+212422.2,Ser,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
J073644.69+422637.4,Sc?t,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
J143445.75+005319.1,Sb2t,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
J082403.67+515415.7,Sb2l,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
J082443.29+295923.6,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J150843.24+405554.6,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J101658.93+132357.5,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J171725.53+291107.9,Er(o),1.0,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,
J113446.25+025515.7,SBb2m,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,
J143143.18-021248.8,Ei(m),1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,
J094511.97-000712.1,Sc?t,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
J145205.74+381059.3,SBc2t,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
J104248.63+110000.9,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J082443.29+295923.6,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J101658.93+132357.5,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J171725.53+291107.9,Er(o),1.0,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,
J160151.51+024810.0,Ser,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
J122438.69+013243.0,Ser,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
J141026.83-004956.6,Ei(l),1.0,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,
J122046.54+574733.7,Sb(r),,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,
J085036.95+572134.8,SBc2t,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
J122242.34+030830.5,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J075745.66+323329.2,SBb2t,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,
J140342.54+444548.4,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J103717.16+061727.3,Sc,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
J095812.60+110635.5,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J111641.09+520042.5,Ei(o),1.0,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,
J104416.67+024715.9,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J134505.90+034815.4,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J144340.51+413955.3,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J124148.07+474231.9,Ser,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
J160010.68+273618.5,Ser,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
J110529.83+033935.9,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J003735.81+001650.5,SBb2m(r),,,,,1.0,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,
J104000.58+390720.0,SBb2m,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,
J075953.49+232324.2,Sb2m,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
J141451.35+030751.3,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J131206.27+461146.2,Sb2t(d),,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,
J130905.60+113802.9,SBb?t,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,
J170727.46+311451.8,Sb2l,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
J103719.33+433515.3,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J150759.30+011354.3,Sc?t,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
J085741.80+430738.9,Sb4t,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
J153838.50+365730.1,Sb(r),,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,
J113252.56+433053.9,SBc2m,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
J083057.51+421230.2,Ser,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
J142129.76+050423.5,Sb2m,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
J102523.66+645955.3,Sb2l,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
J163716.43+442505.6,SBb2m,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,
J155636.40+415250.5,Sa2t,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,
J162722.10+390634.7,Sc4t,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
J151422.39+501946.8,Er(r),1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,
J171524.49+571921.0,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J110326.80+664011.0,Sb2t,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
J144837.04+514331.0,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J085214.30+525323.9,Sb,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
J114504.88+463733.6,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J135801.16+390138.2,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J092036.93+330429.0,Sc2m,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
J161412.78+295450.9,SBc2m(r),,,,,1.0,,,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,
J151126.77+040953.3,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J111321.22+050532.5,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J122536.69-025401.9,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J110445.47+041755.2,Sb2t,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
J155948.72+371208.4,SBb(r),,,,,1.0,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,
J104039.65+390356.1,Ser,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
J082149.61+391449.6,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J115606.83+592529.7,Sb,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
J094511.97-000712.1,Sc?t,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
J143143.18-021248.8,Ei(m),1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,
J143416.62+371202.7,Sc?t,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
J163934.96+355604.5,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J145205.74+381059.3,SBc2t,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
J135933.18+560228.7,Sb2m,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
J145850.70-011914.5,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J173752.68+540339.5,Sb,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
J122752.36+090328.4,Sb(r),,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,
J164858.61+400041.4,Sb(r),,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,
J111839.64+551040.4,Sb3m,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
J171934.81+563748.1,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J120702.26+584959.2,Sb?m(m),,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,1.0,,
J074252.09+220645.8,SBc3t,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
J092335.85+533606.8,Ser,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
J003735.81+001650.5,SBb2m(r),,,,,1.0,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,
J120908.81+440011.5,Sc3m,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
J075953.49+232324.2,Sb2m,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
J152041.34+490623.6,Sb2m,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
J114509.25+494307.7,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J153908.88+322425.4,SBc1t,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
J085814.87+353901.1,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J104248.63+110000.9,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J160205.51+523316.9,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J160534.65+323940.9,Sc2m,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
J151307.62+041737.4,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J164054.08+335331.1,SBc2m,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
J152516.25+484027.9,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J033025.30+001625.8,Ser,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
J142925.86+353557.2,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J162636.65+395131.2,Sc2l,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
J093830.67+023423.8,Ser(u),,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,
J025546.91-000615.0,Sc2m,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
J110024.26+041045.6,Sb?m(r),,,,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,
J162931.54+402446.1,SBb(r),,,,,1.0,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,
J082253.84+055615.5,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J110338.36-005208.4,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J143838.87+363354.8,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J092206.32+524209.7,Sc?m,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
J133815.39-002354.8,SBc2t,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
J080359.20+234520.5,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J120914.11+470330.1,Sb2t,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
J081225.47+374348.8,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J131915.90+543606.3,Sb(r),,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,
J113240.25+525701.4,Ser(m),,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,1.0,,
J164546.27+375946.6,Sb2t(r),,,,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,
J160350.94+534504.1,Sc?t,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
J153908.88+322425.4,SBc1t,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
J085814.87+353901.1,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J160205.51+523316.9,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J114743.69+014934.4,Sb3t(r),,,,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,
J105546.79+440258.8,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J102332.55+522031.4,Ser(d),,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,,
J134527.23+475521.8,Sc?t,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
J131408.61-002628.0,SBb?t,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,
J153138.87+351649.7,SBb(r),,,,,1.0,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,
J110036.95+440551.0,Ser,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
J105646.12+053940.0,SBb2l(r),,,,,1.0,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,
J024850.80-004602.6,Sb(r),,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,
J094840.92+090031.6,SBb2m,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,
J121451.24-032922.2,SBb2m,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,
J080248.17+450204.4,Sc,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
J111943.96+073529.0,Ec,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
J110630.66+063333.9,SBb2m,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,
J090312.97+093708.4,Sb(r),,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,
J120926.16+440423.9,Sb2m,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
J163032.65+392303.1,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J143544.16+350434.1,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J131513.87+442426.5,SBb2t(m),,,,,1.0,,,,,1.0,,,1.0,,1.0,1.0,,,,,,1.0,,
J142729.62+044647.1,SBb,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,
J165808.14+325859.3,Sb,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
J104024.66+065137.7,Ser,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
J134622.18-032505.8,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J131831.07+541803.0,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J112906.71+474157.9,SBc2m(o),,,,,1.0,,,,,1.0,,1.0,,,1.0,1.0,,,,,1.0,,,
J113606.64+621457.0,Sc2m,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
J113808.01+111147.0,Sb3t,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
J152552.61+542218.0,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J080707.18+361400.5,Sc?t,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
J173212.20+595629.6,SBa,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,
J130905.60+113802.9,SBb?t,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,
J170727.46+311451.8,Sb2l,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
J103719.33+433515.3,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J085326.21+454609.8,Sb,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
J115705.94+010732.1,Sb,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
J215050.93-005052.7,Sb(r),,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,
J172956.66+582350.6,Sb(r),,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,
J083516.38+442953.6,Sc2m,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
J084952.80+570710.9,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J091936.04+332542.0,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J085024.96+294051.9,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J021405.91-001637.0,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J144632.40+490038.0,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J114825.72+643545.0,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J111636.49+553856.8,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
J143318.48+344404.4,Sc(i),,,,,1.0,,,,,,,1.0,,,,1.0,,,,1.0,,,,
J104000.58+390720.0,SBb2m,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,
J093003.56+341325.3,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J085547.66+004739.4,Sc2m,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
J113808.01+111147.0,Sb3t,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,
J103111.53+605605.4,Sc,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
J163652.98+323103.6,Ser,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
J131627.44+125701.2,Sc?t,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
J170215.21+320908.9,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J024133.28+002305.4,SBb(r),,,,,1.0,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,
J080359.20+234520.5,Er,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
J123838.10+453414.5,Ei,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
